STNAME,CTYNAME,PCNT_BLACK,Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2,x,y
Georgia,Irwin,0.2852591333899745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Isle of Wight,0.2446845778652079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Issaquena,0.640542577241899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Jackson,0.18380285902266882,Cecil Lindsey,35.6,ARD980496186,600151.0,6.0,Arkansas,Newport,Jackson,Deleted NPL Site,35.6349,-91.2255,12/30/1982,09/08/1983,03/16/1989,36.0,03/28/1989,09/22/1989,"<a href=""https://semspub.epa.gov/src/document/06/300329"" target=""_blank"">ARD980496186 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600151"" target=""_blank"">Cecil Lindsey</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/06/300086"" target=""_blank"">03/28/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/06/300396"" target=""_blank"">09/22/1989 (PDF)</a>",,No,,,,,826.0,-10155176.207361776,4250499.770253765
Florida,Jackson,0.2762959451889516,Sapp Battery Salvage,47.7,FLD980602882,400902.0,4.0,Florida,Cottondale,Jackson,NPL Site,30.728331,-85.3925,12/30/1982,09/08/1983,09/19/2012,1133.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121429"" target=""_blank"">FLD980602882 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400902"" target=""_blank"">Sapp Battery Salvage</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,53.0,-9505849.617564613,3597517.78353135
Florida,Jackson,0.2762959451889516,"United Metals, Inc.",33.73,FLD098924038,400804.0,4.0,Florida,Marianna,Jackson,NPL Site,30.685833000000002,-85.168056,09/05/2002,04/30/2003,09/14/2011,1106.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121393"" target=""_blank"">FLD098924038 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400804"" target=""_blank"">United Metals, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22539.pdf"" target=""_blank"">09/05/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10648.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,No,,,,,706.0,-9480864.625773007,3592015.4393218113
Illinois,Jackson,0.1681762114537445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Jackson,0.2924288617886179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Jackson,0.2281415152802245,Mississippi Phosphates Corporation,50.0,MSN000403508,403508.0,4.0,Mississippi,Pascagoula,Jackson,NPL Site,30.372103000000003,-88.491006,08/03/2017,01/18/2018,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/11/197100"" target=""_blank"">MSN000403508 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403508"" target=""_blank"">Mississippi Phosphates Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-08-03/pdf/2017-16171.pdf"" target=""_blank"">08/03/2017 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00619.pdf"" target=""_blank"">01/18/2018 (PDF)</a>",,,,No,,,,,127.0,-9850773.727704516,3551470.4485872486
Missouri,Jackson,0.25739853288213127,Lake City Army Ammunition Plant (Northwest Lagoon),33.62,MO3213890012,701757.0,7.0,Missouri,Independence,Jackson,NPL Site,39.103,-94.2783,10/15/1984,07/22/1987,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296204"" target=""_blank"">MO3213890012 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701757"" target=""_blank"">Lake City Army Ammunition Plant (Northwest Lagoon)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,,,,,687.0,-10495012.348855484,4736436.196094736
Missouri,Jackson,0.25739853288213127,Conservation Chemical Co.,29.85,MOD000829705,700777.0,7.0,Missouri,Kansas City,Jackson,NPL Site,39.1279,-94.4722,06/24/1988,10/04/1989,09/23/1991,59.0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296165"" target=""_blank"">MOD000829705 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700777"" target=""_blank"">Conservation Chemical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,,,,,104.0,-10516597.1981203,4740008.7440870255
Virginia,James City,0.15059524587378958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jasper,0.20613263942611998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Jasper,0.5369590429103339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Jasper,0.4181824227712566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Jasper,0.17045230656646684,Hart Creosoting Company,48.0,TXD050299577,601975.0,6.0,Texas,Jasper,Jasper,NPL Site,30.893611,-93.995278,04/23/1999,07/22/1999,09/12/2008,1041.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300302"" target=""_blank"">TXD050299577 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601975"" target=""_blank"">Hart Creosoting Company</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-04-23/pdf/99-10236.pdf"" target=""_blank"">04/23/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18602.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,,,No,,,,,1487.0,-10463506.48393219,3618940.200504465
Texas,Jasper,0.17045230656646684,Jasper Creosoting Company Inc.,50.0,TXD008096240,601735.0,6.0,Texas,Jasper,Jasper,NPL Site,30.933889,-93.9825,03/06/1998,07/28/1998,09/12/2008,1042.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300292"" target=""_blank"">TXD008096240 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601735"" target=""_blank"">Jasper Creosoting Company Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,,No,,,,,1482.0,-10462084.043478834,3624166.344568181
Georgia,Jeff Davis,0.16248759510420113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Jefferson Davis,0.1814906911502168,SBA Shipyard ,50.0,LAD008434185,607497.0,6.0,Louisiana,Jennings,Jefferson Davis,NPL Site,30.160603000000002,-92.612236,09/30/2015,09/09/2016,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300410"" target=""_blank"">LAD008434185 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607497"" target=""_blank"">SBA Shipyard </a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24318.pdf"" target=""_blank"">09/30/2015 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21615.pdf"" target=""_blank"">09/09/2016 (PDF)</a>",,,,No,,,,,556.0,-10309546.95274648,3524210.611361246
Mississippi,Jefferson Davis,0.6014557872034507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Jefferson,0.44217117920109084,35th Avenue,50.0,ALN000410750,410750.0,4.0,Alabama,Birmingham,Jefferson,Proposed NPL Site,33.557464,-86.79967099999999,09/22/2014,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121096"" target=""_blank"">ALN000410750 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410750"" target=""_blank"">35th Avenue</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-22/pdf/2014-22423.pdf"" target=""_blank"">09/22/2014 (PDF)</a>",,,,,No,,,,,825.0,-9662495.176743677,3969533.916019598
Alabama,Jefferson,0.44217117920109084,Interstate Lead Co. (ILCO),42.86,ALD041906173,404344.0,4.0,Alabama,Leeds,Jefferson,NPL Site,33.688889,-86.633333,09/18/1985,06/10/1986,09/30/2014,1164.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121412"" target=""_blank"">ALD041906173 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404344"" target=""_blank"">Interstate Lead Co. (ILCO)</a>","<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,818.0,-9643978.515284102,3987103.529528264
Arkansas,Jefferson,0.5818717825930804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Jefferson,0.34276288080864803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jefferson,0.5328733237859654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Jefferson,0.24067859830428676,Distler Farm,34.62,KYD980601975,402125.0,4.0,Kentucky,Jefferson County,Jefferson,NPL Site,38.006939,-85.931111,12/30/1982,09/08/1983,07/09/1992,104.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121469"" target=""_blank"">KYD980601975 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402125"" target=""_blank"">Distler Farm</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,514.0,-9565807.51982027,4580406.107227487
Kentucky,Jefferson,0.24067859830428676,Lee's Lane Landfill,39.52,KYD980557052,402104.0,4.0,Kentucky,Louisville,Jefferson,Deleted NPL Site,38.191111,-85.883061,12/30/1982,09/08/1983,03/18/1988,21.0,02/14/1992,04/25/1996,"<a href=""https://semspub.epa.gov/src/document/04/11121471"" target=""_blank"">KYD980557052 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402104"" target=""_blank"">Lee's Lane Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/04/11121118"" target=""_blank"">02/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-04-25/pdf/96-10100.pdf"" target=""_blank"">04/25/1996 (PDF)</a>",,No,,,,,516.0,-9560458.61828765,4606458.6767716035
Louisiana,Jefferson,0.29190761468971754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Jefferson,0.8577968526466381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Jefferson,0.3514002345318307,Star Lake Canal,50.0,TX0001414341,605043.0,6.0,Texas,Port Neches,Jefferson,NPL Site,29.975,-93.917,07/22/1999,07/27/2000,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300305"" target=""_blank"">TX0001414341 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605043"" target=""_blank"">Star Lake Canal</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18603.pdf"" target=""_blank"">07/22/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,,,No,,,,,1488.0,-10454792.616831874,3500336.731204787
Texas,Jefferson,0.3514002345318307,Palmer Barge Line,50.0,TXD068104561,605212.0,6.0,Texas,Port Arthur,Jefferson,Deleted NPL Site,29.961453000000002,-93.855083,05/11/2000,07/27/2000,09/28/2007,1028.0,12/07/2011,02/06/2012,"<a href=""https://semspub.epa.gov/src/document/06/300312"" target=""_blank"">TXD068104561 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605212"" target=""_blank"">Palmer Barge Line</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-07/pdf/2011-31266.pdf"" target=""_blank"">12/07/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-07/pdf/2011-31268.pdf"" target=""_blank"">02/06/2012 (PDF)</a>",,No,,,,,1491.0,-10447900.047920426,3498595.947741358
Texas,Jefferson,0.3514002345318307,State Marine of Port Arthur,48.0,TXD099801102,602444.0,6.0,Texas,Jefferson County,Jefferson,Deleted NPL Site,29.960833,-93.859167,03/06/1998,07/28/1998,06/22/2007,1011.0,12/06/2011,02/06/2012,"<a href=""https://semspub.epa.gov/src/document/06/300294"" target=""_blank"">TXD099801102 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602444"" target=""_blank"">State Marine of Port Arthur</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-06/pdf/2011-31258.pdf"" target=""_blank"">12/06/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-06/pdf/2011-31260.pdf"" target=""_blank"">02/06/2012 (PDF)</a>",,No,,,,,1484.0,-10448354.676720826,3498516.2836963143
Georgia,Jenkins,0.43211157215306595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Johnson,0.3486466867157524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Johnston,0.18286129197139567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Jones,0.2609013398294763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Jones,0.30285764633322565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Jones,0.30406624907102664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Jones,0.14026788826370562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Kalamazoo,0.14166283114394151,"Auto Ion Chemicals, Inc.",32.07,MID980794382,503012.0,5.0,Michigan,Kalamazoo,Kalamazoo,NPL Site,42.293889,-85.567219,12/30/1982,09/08/1983,09/23/1994,266.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633513"" target=""_blank"">MID980794382 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503012"" target=""_blank"">Auto Ion Chemicals, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,240.0,-9525299.247676523,5205104.759016643
Michigan,Kalamazoo,0.14166283114394151,K&L Avenue Landfill,38.1,MID980506463,502812.0,5.0,Michigan,Oshtemo Township,Kalamazoo,NPL Site,42.283331,-85.718889,12/30/1982,09/08/1983,12/20/2006,1010.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633533"" target=""_blank"">MID980506463 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502812"" target=""_blank"">K&L Avenue Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,260.0,-9542183.07484514,5203515.995836591
Michigan,Kalamazoo,0.14166283114394151,Michigan Disposal Service (Cork Street Landfill),37.93,MID000775957,502202.0,5.0,Michigan,Kalamazoo,Kalamazoo,NPL Site,42.2545,-85.5433,10/15/1984,02/21/1990,09/25/2002,835.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633567"" target=""_blank"">MID000775957 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502202"" target=""_blank"">Michigan Disposal Service (Cork Street Landfill)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,,,,,292.0,-9522636.59677624,5199178.8753161095
Michigan,Kalamazoo,0.14166283114394151,"Roto-Finish Co., Inc.",40.7,MID005340088,502255.0,5.0,Michigan,Kalamazoo,Kalamazoo,NPL Site,42.2292,-85.5443,10/15/1984,06/10/1986,03/31/1997,429.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633572"" target=""_blank"">MID005340088 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502255"" target=""_blank"">Roto-Finish Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,296.0,-9522747.916267032,5195374.565132423
Illinois,Kankakee,0.16345051064062188,Cross Brothers Pail Recycling (Pembroke),42.04,ILD980792303,500754.0,5.0,Illinois,Pembroke Township,Kankakee,NPL Site,41.0909,-87.5893,12/30/1982,09/08/1983,06/07/1996,358.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633459"" target=""_blank"">ILD980792303 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500754"" target=""_blank"">Cross Brothers Pail Recycling (Pembroke)</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,787.0,-9750396.274939276,5025758.652721478
Texas,Kaufman,0.1507410726089575,Van der Horst USA Corporation,48.0,TXD007357932,606869.0,6.0,Texas,Terrell,Kaufman,NPL Site,32.734167,-96.273889,09/23/2009,03/04/2010,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300058"" target=""_blank"">TXD007357932 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606869"" target=""_blank"">Van der Horst USA Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22936.pdf"" target=""_blank"">09/23/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4304.pdf"" target=""_blank"">03/04/2010 (PDF)</a>",,,,No,,,,,1509.0,-10717160.300168142,3860072.0033815512
Mississippi,Kemper,0.6185588174912748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,Kent,0.2992820240505349,Wildcat Landfill,30.61,DED980704951,300101.0,3.0,Delaware,Dover,Kent,Deleted NPL Site,39.120831,-75.5,12/30/1982,09/08/1983,09/30/1992,140.0,01/13/2003,03/14/2003,"<a href=""https://semspub.epa.gov/src/document/03/900267"" target=""_blank"">DED980704951 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300101"" target=""_blank"">Wildcat Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-13/pdf/03-514.pdf"" target=""_blank"">01/13/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-13/pdf/03-515.pdf"" target=""_blank"">03/14/2003 (PDF)</a>",,No,,,,,20.0,-8404621.554892154,4738994.385156034
Delaware,Kent,0.2992820240505349,Dover Air Force Base,35.89,DE8570024010,300191.0,3.0,Delaware,Dover,Kent,NPL Site,39.127781,-75.466669,07/22/1987,03/13/1989,09/27/2006,987.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900250"" target=""_blank"">DE8570024010 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300191"" target=""_blank"">Dover Air Force Base</a>","<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>",,,,No,,,,,31.0,-8400911.164944524,4739991.667461205
Delaware,Kent,0.2992820240505349,"Chem-Solv, Inc.",37.93,DED980714141,300124.0,3.0,Delaware,Cheswold,Kent,NPL Site,39.2216,-75.5764,06/24/1988,08/30/1990,06/30/1998,516.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900251"" target=""_blank"">DED980714141 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300124"" target=""_blank"">Chem-Solv, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,,,,,32.0,-8413126.36398876,4753463.76247501
Delaware,Kent,0.2992820240505349,Tyler Refrigeration Pit,33.94,DED980705545,300111.0,3.0,Delaware,Smyrna,Kent,Deleted NPL Site,39.295281,-75.618889,06/10/1986,02/21/1990,05/10/1996,355.0,01/28/2004,03/29/2004,"<a href=""https://semspub.epa.gov/src/document/03/900273"" target=""_blank"">DED980705545 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300111"" target=""_blank"">Tyler Refrigeration Pit</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-28/pdf/04-1822.pdf"" target=""_blank"">01/28/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-28/pdf/04-1821.pdf"" target=""_blank"">03/29/2004 (PDF)</a>",,No,,,,,25.0,-8417856.217833076,4764056.735185719
Delaware,Kent,0.2992820240505349,Coker's Sanitation Service Landfills,52.15,DED980704860,300097.0,3.0,Delaware,Kent County,Kent,Deleted NPL Site,39.227219,-75.611389,04/10/1985,07/22/1987,09/29/1993,211.0,06/03/2011,08/02/2011,"<a href=""https://semspub.epa.gov/src/document/03/900269"" target=""_blank"">DED980704860 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300097"" target=""_blank"">Coker's Sanitation Service Landfills</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-06-03/pdf/2011-13844.pdf"" target=""_blank"">06/03/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-06-03/pdf/2011-13841.pdf"" target=""_blank"">08/02/2011 (PDF)</a>",,No,,,,,21.0,-8417021.321652126,4754271.203133708
Delaware,Kent,0.2992820240505349,Dover Gas Light Co.,35.57,DED980693550,300095.0,3.0,Delaware,Dover,Kent,NPL Site,39.1558,-75.5277,01/22/1987,10/04/1989,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900274"" target=""_blank"">DED980693550 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300095"" target=""_blank"">Dover Gas Light Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,,,,,26.0,-8407705.104787128,4744013.220315044
Maryland,Kent,0.1625991144063433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Kershaw,0.25475199471082327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,King George,0.1808019078849307,Naval Surface Warfare - Dahlgren,50.03,VA7170024684,302862.0,3.0,Virginia,Dahlgren,King George,NPL Site,38.326667,-77.026944,02/07/1992,10/14/1992,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900207"" target=""_blank"">VA7170024684 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302862"" target=""_blank"">Naval Surface Warfare - Dahlgren</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,,,,,1043.0,-8574600.183442,4625676.241274678
Virginia,King William,0.1688826685327735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,King and Queen,0.2781494661921708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
